gen evals time best_fitness
158 15900 421 0.0
159 16000 422 0.0
160 16100 422 0.0
161 16200 423 0.0
162 16300 423 0.0
163 16400 424 0.0
164 16500 424 0.0
165 16600 426 0.0
166 16700 429 0.0
167 16800 429 0.0
168 16900 430 0.0
169 17000 430 0.0
170 17100 431 0.0
171 17200 431 0.0
172 17300 432 0.0
173 17400 432 0.0
174 17500 432 0.0
175 17600 433 0.0
176 17700 433 0.0
177 17800 434 0.0
178 17900 434 0.0
179 18000 436 0.0
180 18100 439 0.0
181 18200 439 0.0
182 18300 440 0.0
183 18400 440 0.0
184 18500 441 0.0
185 18600 441 0.0
186 18700 441 0.0
187 18800 442 0.0
188 18900 442 0.0
189 19000 443 0.0
190 19100 443 0.0
191 19200 444 0.0
192 19300 444 0.0
193 19400 446 0.0
194 19500 447 0.0
195 19600 449 0.0
196 19700 450 0.0
197 19800 450 0.0
198 19900 450 0.0
199 20000 451 0.0
200 20100 451 0.0
201 20200 452 0.0
202 20300 452 0.0
203 20400 452 0.0
204 20500 453 0.0
205 20600 453 0.0
206 20700 453 0.0
207 20800 454 0.0
208 20900 454 0.0
209 21000 456 0.0
210 21100 457 0.0
211 21200 457 0.0
212 21300 458 0.0
213 21400 458 0.0
214 21500 459 0.0
215 21600 459 0.0
216 21700 460 0.0
217 21800 460 0.0
218 21900 461 0.0
219 22000 461 0.0
220 22100 461 0.0
221 22200 462 0.0
222 22300 462 0.0
223 22400 463 0.0
224 22500 463 0.0
225 22600 464 0.0
226 22700 466 0.0
227 22800 466 0.0
228 22900 467 0.0
229 23000 468 0.0
230 23100 468 0.0
231 23200 469 0.0
232 23300 469 0.0
233 23400 469 0.0
234 23500 470 0.0
235 23600 470 0.0
236 23700 471 0.0
237 23800 471 0.0
238 23900 472 0.0
239 24000 472 0.0
240 24100 472 0.0
241 24200 473 0.0
242 24300 473 0.0
243 24400 474 0.0
244 24500 474 0.0
245 24600 476 0.0
246 24700 476 0.0
247 24800 477 0.0
248 24900 478 0.0
249 25000 478 0.0
250 25100 479 0.0
251 25200 480 0.0
252 25300 481 0.0
253 25400 481 0.0
254 25500 482 0.0
255 25600 483 0.0
256 25700 483 0.0
257 25800 484 0.0
258 25900 486 0.0
259 26000 487 0.0
260 26100 490 0.0
261 26200 491 0.0
262 26300 492 0.0
263 26400 493 0.0
264 26500 497 0.0
265 26600 498 0.0
266 26700 501 0.0
267 26800 502 0.0
268 26900 503 0.0
269 27000 505 0.0
270 27100 509 0.0
271 27200 510 0.0
272 27300 512 0.0
273 27400 514 0.0
274 27500 516 0.0
275 27600 518 0.0
276 27700 520 0.0
277 27800 521 0.0
278 27900 523 0.0
279 28000 524 0.0
280 28100 527 0.0
281 28200 528 0.0
282 28300 530 0.0
283 28400 532 0.0
284 28500 533 0.0
285 28600 535 0.0
286 28700 537 0.0
287 28800 539 0.0
288 28900 541 0.0
289 29000 542 0.0
290 29100 544 0.0
291 29200 545 0.0
292 29300 548 0.0
293 29400 550 0.0
294 29500 552 0.0
295 29600 553 0.0
296 29700 554 0.0
297 29800 556 0.0
298 29900 558 0.0
299 30000 560 0.0
300 30100 562 0.0
301 30200 563 0.0
302 30300 565 0.0
303 30400 566 0.0
304 30500 569 0.0
305 30600 570 0.0
306 30700 572 0.0
307 30800 573 0.0
308 30900 575 0.0
309 31000 576 0.0
310 31100 579 0.0
311 31200 580 0.0
312 31300 583 0.0
313 31400 584 0.0
314 31500 586 0.0
315 31600 587 0.0
316 31700 589 0.0
317 31800 592 0.0
318 31900 594 0.0
319 32000 595 0.0
320 32100 596 0.0
321 32200 599 0.0
322 32300 601 0.0
323 32400 603 0.0
324 32500 604 0.0
325 32600 605 0.0
326 32700 607 0.0
327 32800 609 0.0
328 32900 611 0.0
329 33000 613 0.0
330 33100 615 0.0
331 33200 616 0.0
332 33300 617 0.0
333 33400 620 0.0
334 33500 621 0.0
335 33600 624 0.0
336 33700 625 0.0
337 33800 626 0.0
338 33900 628 0.0
339 34000 630 0.0
340 34100 632 0.0
341 34200 634 0.0
342 34300 635 0.0
343 34400 637 0.0
344 34500 638 0.0
345 34600 640 0.0
346 34700 642 0.0
347 34800 644 0.0
348 34900 645 0.0
349 35000 647 0.0
350 35100 648 0.0
351 35200 651 0.0
352 35300 652 0.0
353 35400 654 0.0
354 35500 655 0.0
355 35600 657 0.0
356 35700 658 0.0
357 35800 661 0.0
358 35900 662 0.0
359 36000 664 0.0
360 36100 666 0.0
361 36200 667 0.0
362 36300 668 0.0
363 36400 671 0.0
364 36500 675 0.0
365 36600 676 0.0
366 36700 677 0.0
367 36800 679 0.0
368 36900 682 0.0
369 37000 683 0.0
370 37100 685 0.0
371 37200 687 0.0
372 37300 688 0.0
373 37400 689 0.0
374 37500 692 0.0
375 37600 693 0.0
376 37700 695 0.0
377 37800 697 0.0
378 37900 698 0.0
379 38000 699 0.0
380 38100 702 0.0
381 38200 703 0.0
382 38300 706 0.0
383 38400 707 0.0
384 38500 708 0.0
385 38600 710 0.0
386 38700 712 0.0
387 38800 714 0.0
388 38900 717 0.0
389 39000 718 0.0
390 39100 719 0.0
391 39200 722 0.0
392 39300 725 0.0
393 39400 727 0.0
394 39500 728 0.0
395 39600 729 0.0
396 39700 731 0.0
397 39800 733 0.0
398 39900 735 0.0
399 40000 737 0.0
400 40100 738 0.0
401 40200 740 0.0
402 40300 741 0.0
403 40400 744 0.0
404 40500 745 0.0
405 40600 747 0.0
406 40700 749 0.0
407 40800 751 0.0
408 40900 752 0.0
409 41000 755 0.0
410 41100 756 0.0
411 41200 758 0.0
412 41300 760 0.0
413 41400 761 0.0
414 41500 762 0.0
415 41600 765 0.0
416 41700 767 0.0
417 41800 769 0.0
418 41900 770 0.0
419 42000 771 0.0
420 42100 773 0.0
421 42200 775 0.0
422 42300 777 0.0
423 42400 779 0.0
424 42500 780 0.0
425 42600 782 0.0
426 42700 783 0.0
427 42800 785 0.0
428 42900 787 0.0
429 43000 789 0.0
430 43100 790 0.0
431 43200 792 0.0
432 43300 793 0.0
433 43400 796 0.0
434 43500 798 0.0
435 43600 800 0.0
436 43700 802 0.0
437 43800 803 0.0
438 43900 806 0.0
439 44000 809 0.0
440 44100 810 0.0
441 44200 811 0.0
442 44300 812 0.0
443 44400 814 0.0
444 44500 817 0.0
445 44600 820 0.0
446 44700 821 0.0
447 44800 822 0.0
448 44900 823 0.0
449 45000 824 0.0
450 45100 827 0.0
451 45200 828 0.0
452 45300 831 0.0
453 45400 832 0.0
454 45500 833 0.0
455 45600 834 0.0
456 45700 837 0.0
457 45800 838 0.0
458 45900 841 0.0
459 46000 842 0.0
460 46100 843 0.0
461 46200 845 0.0
462 46300 847 0.0
463 46400 849 0.0
464 46500 851 0.0
465 46600 852 0.0
466 46700 853 0.0
467 46800 855 0.0
468 46900 858 0.0
469 47000 859 0.0
470 47100 861 0.0
471 47200 863 0.0
472 47300 864 0.0
473 47400 865 0.0
474 47500 868 0.0
475 47600 869 0.0
476 47700 871 0.0
477 47800 872 0.0
478 47900 874 0.0
479 48000 875 0.0
480 48100 878 0.0
481 48200 879 0.0
482 48300 882 0.0
483 48400 883 0.0
484 48500 885 0.0
485 48600 887 0.0
486 48700 889 0.0
487 48800 891 0.0
488 48900 892 0.0
489 49000 893 0.0
490 49100 895 0.0
491 49200 897 0.0
492 49300 898 0.0
493 49400 901 0.0
494 49500 902 0.0
495 49600 903 0.0
496 49700 905 0.0
497 49800 907 0.0
498 49900 909 0.0
499 50000 911 0.0
500 50100 912 0.0
501 50200 914 0.0
502 50300 915 0.0
503 50400 917 0.0
504 50500 919 0.0
505 50600 921 0.0
506 50700 922 0.0
507 50800 924 0.0
508 50900 925 0.0
509 51000 928 0.0
510 51100 929 0.0
511 51200 933 0.0
512 51300 934 0.0
513 51400 935 0.0
514 51500 938 0.0
515 51600 941 0.0
516 51700 943 0.0
517 51800 944 0.0
518 51900 945 0.0
519 52000 948 0.0
520 52100 949 0.0
521 52200 952 0.0
522 52300 953 0.0
523 52400 954 0.0
524 52500 956 0.0
525 52600 957 0.0
526 52700 960 0.0
527 52800 961 0.0
528 52900 964 0.0
529 53000 965 0.0
530 53100 966 0.0
531 53200 967 0.0
532 53300 971 0.0
533 53400 972 0.0
534 53500 974 0.0
535 53600 975 0.0
536 53700 976 0.0
537 53800 977 0.0
538 53900 978 0.0
539 54000 981 0.0
540 54100 982 0.0
541 54200 984 0.0
542 54300 986 0.0
543 54400 987 0.0
544 54500 988 0.0
545 54600 989 0.0
546 54700 991 0.0
547 54800 992 0.0
548 54900 995 0.0
549 55000 996 0.0
550 55100 997 0.0
551 55200 998 0.0
552 55300 999 0.0
553 55400 1001 0.0
554 55500 1002 0.0
555 55600 1004 0.0
556 55700 1006 0.0
557 55800 1007 0.0
558 55900 1008 0.0
559 56000 1009 0.0
560 56100 1011 0.0
561 56200 1012 0.0
562 56300 1016 0.0
563 56400 1017 0.0
564 56500 1018 0.0
565 56600 1019 0.0
566 56700 1021 0.0
567 56800 1022 0.0
568 56900 1025 0.0
569 57000 1026 0.0
570 57100 1027 0.0
571 57200 1028 0.0
572 57300 1029 0.0
573 57400 1032 0.0
574 57500 1033 0.0
575 57600 1035 0.0
576 57700 1036 0.0
577 57800 1037 0.0
578 57900 1038 0.0
579 58000 1039 0.0
580 58100 1042 0.0
581 58200 1043 0.0
582 58300 1046 0.0
583 58400 1047 0.0
584 58500 1048 0.0
585 58600 1049 0.0
586 58700 1052 0.0
587 58800 1053 0.0
588 58900 1056 0.0
589 59000 1057 0.0
590 59100 1058 0.0
591 59200 1060 0.0
592 59300 1062 0.0
593 59400 1064 0.0
594 59500 1067 0.0
595 59600 1068 0.0
596 59700 1070 0.0
597 59800 1072 0.0
598 59900 1075 0.0
599 60000 1076 0.0
600 60100 1078 0.0
601 60200 1079 0.0
602 60300 1080 0.0
603 60400 1083 0.0
604 60500 1084 0.0
605 60600 1086 0.0
606 60700 1088 0.0
607 60800 1089 0.0
608 60900 1090 0.0
609 61000 1093 0.0
610 61100 1094 0.0
611 61200 1097 0.0
612 61300 1098 0.0
613 61400 1099 0.0
614 61500 1101 0.0
615 61600 1103 0.0
616 61700 1105 0.0
617 61800 1107 0.0
618 61900 1108 0.0
619 62000 1110 0.0
620 62100 1111 0.0
621 62200 1114 0.0
622 62300 1115 0.0
623 62400 1117 0.0
624 62500 1119 0.0
625 62600 1120 0.0
626 62700 1121 0.0
627 62800 1124 0.0
628 62900 1125 0.0
629 63000 1128 0.0
630 63100 1129 0.0
631 63200 1130 0.0
632 63300 1132 0.0
633 63400 1134 0.0
634 63500 1136 0.0
635 63600 1138 0.0
636 63700 1139 0.0
637 63800 1141 0.0
638 63900 1142 0.0
639 64000 1144 0.0
640 64100 1146 0.0
641 64200 1149 0.0
642 64300 1150 0.0
643 64400 1152 0.0
644 64500 1153 0.0
645 64600 1156 0.0
646 64700 1158 0.0
647 64800 1160 0.0
648 64900 1161 0.0
649 65000 1162 0.0
650 65100 1164 0.0
651 65200 1166 0.0
652 65300 1169 0.0
653 65400 1170 0.0
654 65500 1172 0.0
655 65600 1173 0.0
656 65700 1175 0.0
657 65800 1177 0.0
658 65900 1179 0.0
659 66000 1180 0.0
660 66100 1182 0.0
661 66200 1183 0.0
662 66300 1186 0.0
663 66400 1187 0.0
664 66500 1189 0.0
665 66600 1191 0.0
666 66700 1192 0.0
667 66800 1193 0.0
668 66900 1196 0.0
669 67000 1197 0.0
670 67100 1200 0.0
671 67200 1201 0.0
672 67300 1203 0.0
673 67400 1206 0.0
674 67500 1208 0.0
675 67600 1209 0.0
676 67700 1211 0.0
677 67800 1212 0.0
678 67900 1214 0.0
679 68000 1217 0.0
680 68100 1218 0.0
681 68200 1220 0.0
682 68300 1222 0.0
683 68400 1223 0.0
684 68500 1224 0.0
685 68600 1227 0.0
686 68700 1228 0.0
687 68800 1231 0.0
688 68900 1232 0.0
689 69000 1233 0.0
690 69100 1235 0.0
691 69200 1237 0.0
692 69300 1239 0.0
693 69400 1241 0.0
694 69500 1242 0.0
695 69600 1244 0.0
696 69700 1245 0.0
697 69800 1247 0.0
698 69900 1249 0.0
699 70000 1251 0.0
700 70100 1252 0.0
701 70200 1253 0.0
702 70300 1254 0.0
703 70400 1256 0.0
704 70500 1258 0.0
705 70600 1259 0.0
706 70700 1261 0.0
707 70800 1262 0.0
708 70900 1263 0.0
709 71000 1264 0.0
710 71100 1266 0.0
711 71200 1268 0.0
712 71300 1269 0.0
713 71400 1271 0.0
714 71500 1272 0.0
715 71600 1273 0.0
716 71700 1274 0.0
717 71800 1275 0.0
718 71900 1278 0.0
719 72000 1279 0.0
720 72100 1282 0.0
721 72200 1283 0.0
722 72300 1284 0.0
723 72400 1285 0.0
724 72500 1288 0.0
725 72600 1289 0.0
726 72700 1291 0.0
727 72800 1292 0.0
728 72900 1293 0.0
729 73000 1294 0.0
730 73100 1295 0.0
731 73200 1298 0.0
732 73300 1299 0.0
733 73400 1301 0.0
734 73500 1302 0.0
735 73600 1303 0.0
736 73700 1304 0.0
737 73800 1305 0.0
738 73900 1307 0.0
739 74000 1309 0.0
740 74100 1311 0.0
741 74200 1312 0.0
742 74300 1313 0.0
743 74400 1314 0.0
744 74500 1315 0.0
745 74600 1318 0.0
746 74700 1319 0.0
747 74800 1321 0.0
748 74900 1322 0.0
749 75000 1323 0.0
750 75100 1324 0.0
751 75200 1325 0.0
752 75300 1328 0.0
753 75400 1329 0.0
754 75500 1332 0.0
755 75600 1333 0.0
756 75700 1334 0.0
757 75800 1335 0.0
758 75900 1337 0.0
759 76000 1338 0.0
760 76100 1340 0.0
761 76200 1341 0.0
762 76300 1342 0.0
763 76400 1343 0.0
764 76500 1343 0.0
765 76600 1344 0.0
766 76700 1345 0.0
767 76800 1348 0.0
768 76900 1351 0.0
769 77000 1352 0.0
770 77100 1353 0.0
771 77200 1354 0.0
772 77300 1355 0.0
773 77400 1356 0.0
774 77500 1358 0.0
775 77600 1359 0.0
776 77700 1361 0.0
777 77800 1363 0.0
778 77900 1364 0.0
779 78000 1365 0.0
780 78100 1366 0.0
781 78200 1368 0.0
782 78300 1370 0.0
783 78400 1372 0.0
784 78500 1373 0.0
785 78600 1374 0.0
786 78700 1376 0.0
787 78800 1378 0.0
788 78900 1380 0.0
789 79000 1382 0.0
790 79100 1383 0.0
791 79200 1385 0.0
792 79300 1386 0.0
793 79400 1388 0.0
794 79500 1389 0.0
795 79600 1391 0.0
796 79700 1392 0.0
797 79800 1393 0.0
798 79900 1394 0.0
799 80000 1395 0.0
800 80100 1398 0.0
801 80200 1399 0.0
802 80300 1401 0.0
803 80400 1402 0.0
804 80500 1403 0.0
805 80600 1404 0.0
806 80700 1405 0.0
807 80800 1408 0.0
808 80900 1409 0.0
809 81000 1411 0.0
810 81100 1413 0.0
811 81200 1414 0.0
812 81300 1415 0.0
813 81400 1417 0.0
814 81500 1418 0.0
815 81600 1421 0.0
816 81700 1422 0.0
817 81800 1423 0.0
818 81900 1424 0.0
819 82000 1425 0.0
820 82100 1427 0.0
821 82200 1428 0.0
822 82300 1432 0.0
823 82400 1433 0.0
824 82500 1434 0.0
825 82600 1436 0.0
826 82700 1438 0.0
827 82800 1441 0.0
828 82900 1443 0.0
829 83000 1444 0.0
830 83100 1445 0.0
831 83200 1447 0.0
832 83300 1449 0.0
833 83400 1451 0.0
834 83500 1453 0.0
835 83600 1454 0.0
836 83700 1456 0.0
837 83800 1457 0.0
838 83900 1460 0.0
839 84000 1461 0.0
840 84100 1463 0.0
841 84200 1465 0.0
842 84300 1466 0.0
843 84400 1467 0.0
844 84500 1470 0.0
845 84600 1471 0.0
846 84700 1473 0.0
847 84800 1475 0.0
848 84900 1476 0.0
849 85000 1477 0.0
850 85100 1480 0.0
851 85200 1482 0.0
852 85300 1484 0.0
853 85400 1485 0.0
854 85500 1487 0.0
855 85600 1488 0.0
856 85700 1491 0.0
857 85800 1492 0.0
858 85900 1494 0.0
859 86000 1496 0.0
860 86100 1497 0.0
861 86200 1499 0.0
862 86300 1501 0.0
863 86400 1503 0.0
864 86500 1505 0.0
865 86600 1506 0.0
866 86700 1508 0.0
867 86800 1509 0.0
868 86900 1511 0.0
869 87000 1513 0.0
870 87100 1516 0.0
871 87200 1517 0.0
872 87300 1519 0.0
873 87400 1521 0.0
874 87500 1523 0.0
875 87600 1525 0.0
876 87700 1526 0.0
877 87800 1528 0.0
878 87900 1529 0.0
879 88000 1532 0.0
880 88100 1534 0.0
881 88200 1536 0.0
882 88300 1537 0.0
883 88400 1539 0.0
884 88500 1540 0.0
885 88600 1543 0.0
886 88700 1544 0.0
887 88800 1547 0.0
888 88900 1548 0.0
889 89000 1549 0.0
890 89100 1550 0.0
891 89200 1553 0.0
892 89300 1555 0.0
893 89400 1557 0.0
894 89500 1558 0.0
895 89600 1559 0.0
896 89700 1561 0.0
897 89800 1562 0.0
898 89900 1565 0.0
899 90000 1568 0.0
900 90100 1569 0.0
901 90200 1570 0.0
902 90300 1573 0.0
903 90400 1575 0.0
904 90500 1577 0.0
905 90600 1579 0.0
906 90700 1580 0.0
907 90800 1581 0.0
908 90900 1583 0.0
909 91000 1586 0.0
910 91100 1587 0.0
911 91200 1589 0.0
912 91300 1590 0.0
913 91400 1592 0.0
914 91500 1593 0.0
915 91600 1596 0.0
916 91700 1597 0.0
917 91800 1600 0.0
918 91900 1601 0.0
919 92000 1603 0.0
920 92100 1604 0.0
921 92200 1607 0.0
922 92300 1608 0.0
923 92400 1609 0.0
924 92500 1610 0.0
925 92600 1612 0.0
926 92700 1613 0.0
927 92800 1614 0.0
928 92900 1614 0.0
929 93000 1617 0.0
930 93100 1618 0.0
931 93200 1620 0.0
932 93300 1621 0.0
933 93400 1623 0.0
934 93500 1624 0.0
935 93600 1625 0.0
936 93700 1627 0.0
937 93800 1628 0.0
938 93900 1632 0.0
939 94000 1633 0.0
940 94100 1634 0.0
941 94200 1635 0.0
942 94300 1638 0.0
943 94400 1639 0.0
944 94500 1641 0.0
945 94600 1642 0.0
946 94700 1643 0.0
947 94800 1644 0.0
948 94900 1646 0.0
949 95000 1648 0.0
950 95100 1649 0.0
951 95200 1652 0.0
952 95300 1653 0.0
953 95400 1654 0.0
954 95500 1655 0.0
955 95600 1656 0.0
956 95700 1659 0.0
957 95800 1660 0.0
958 95900 1662 0.0
959 96000 1663 0.0
960 96100 1665 0.0
961 96200 1666 0.0
962 96300 1668 0.0
963 96400 1670 0.0
964 96500 1672 0.0
965 96600 1673 0.0
966 96700 1674 0.0
967 96800 1675 0.0
968 96900 1676 0.0
969 97000 1678 0.0
970 97100 1679 0.0
971 97200 1682 0.0
972 97300 1683 0.0
973 97400 1683 0.0
974 97500 1684 0.0
975 97600 1685 0.0
976 97700 1685 0.0
977 97800 1686 0.0
978 97900 1688 0.0
979 98000 1690 0.0
980 98100 1691 0.0
981 98200 1691 0.0
982 98300 1692 0.0
983 98400 1692 0.0
984 98500 1693 0.0
985 98600 1694 0.0
986 98700 1694 0.0
987 98800 1695 0.0
988 98900 1695 0.0
989 99000 1696 0.0
990 99100 1700 0.0
991 99200 1701 0.0
992 99300 1704 0.0
993 99400 1705 0.0
994 99500 1705 0.0
995 99600 1707 0.0
996 99700 1708 0.0
997 99800 1711 0.0
998 99900 1712 0.0
999 100000 1715 0.0
1000 100100 1717 0.0
1001 100200 1718 0.0
1002 100300 1719 0.0
1003 100400 1722 0.0
1004 100500 1725 0.0
1005 100600 1726 0.0
1006 100700 1727 0.0
1007 100800 1728 0.0
1008 100900 1730 0.0
1009 101000 1733 0.0
1010 101100 1734 0.0
1011 101200 1736 0.0
1012 101300 1738 0.0
1013 101400 1739 0.0
1014 101500 1741 0.0
1015 101600 1743 0.0
1016 101700 1744 0.0
1017 101800 1747 0.0
1018 101900 1754 0.0
1019 102000 1755 0.0
1020 102100 1758 0.0
1021 102200 1759 0.0
1022 102300 1760 0.0
1023 102400 1760 0.0
1024 102500 1763 0.0
1025 102600 1764 0.0
1026 102700 1767 0.0
1027 102800 1768 0.0
1028 102900 1769 0.0
1029 103000 1770 0.0
1030 103100 1771 0.0
1031 103200 1771 0.0
1032 103300 1775 0.0
1033 103400 1776 0.0
1034 103500 1778 0.0
1035 103600 1779 0.0
1036 103700 1780 0.0
1037 103800 1781 0.0
1038 103900 1782 0.0
1039 104000 1783 0.0
1040 104100 1784 0.0
1041 104200 1787 0.0
1042 104300 1788 0.0
1043 104400 1790 0.0
1044 104500 1791 0.0
1045 104600 1792 0.0
1046 104700 1793 0.0
1047 104800 1794 0.0
1048 104900 1795 0.0
1049 105000 1798 0.0
1050 105100 1798 0.0
1051 105200 1801 0.0
1052 105300 1802 0.0
1053 105400 1802 0.0
1054 105500 1803 0.0
1055 105600 1804 0.0
1056 105700 1804 0.0
1057 105800 1804 0.0
1058 105900 1805 0.0
1059 106000 1808 0.0
1060 106100 1809 0.0
1061 106200 1812 0.0
1062 106300 1813 0.0
1063 106400 1814 0.0
1064 106500 1814 0.0
1065 106600 1815 0.0
1066 106700 1816 0.0
1067 106800 1818 0.0
1068 106900 1819 0.0
1069 107000 1821 0.0
1070 107100 1822 0.0
1071 107200 1823 0.0
1072 107300 1824 0.0
1073 107400 1824 0.0
1074 107500 1825 0.0
1075 107600 1826 0.0
1076 107700 1829 0.0
1077 107800 1829 0.0
1078 107900 1831 0.0
1079 108000 1832 0.0
1080 108100 1833 0.0
1081 108200 1833 0.0
1082 108300 1834 0.0
1083 108400 1834 0.0
1084 108500 1835 0.0
1085 108600 1835 0.0
1086 108700 1835 0.0
1087 108800 1836 0.0
1088 108900 1836 0.0
1089 109000 1837 0.0
1090 109100 1837 0.0
1091 109200 1839 0.0
1092 109300 1839 0.0
1093 109400 1840 0.0
1094 109500 1840 0.0
1095 109600 1841 0.0
1096 109700 1841 0.0
1097 109800 1841 0.0
1098 109900 1842 0.0
1099 110000 1842 0.0
1100 110100 1843 0.0
1101 110200 1843 0.0
1102 110300 1843 0.0
1103 110400 1844 0.0
1104 110500 1844 0.0
1105 110600 1844 0.0
1106 110700 1845 0.0
1107 110800 1845 0.0
1108 110900 1846 0.0
1109 111000 1846 0.0
1110 111100 1846 0.0
1111 111200 1847 0.0
1112 111300 1850 0.0
1113 111400 1850 0.0
1114 111500 1851 0.0
1115 111600 1852 0.0
1116 111700 1852 0.0
1117 111800 1852 0.0
1118 111900 1853 0.0
1119 112000 1853 0.0
1120 112100 1854 0.0
1121 112200 1854 0.0
1122 112300 1854 0.0
1123 112400 1855 0.0
1124 112500 1855 0.0
1125 112600 1855 0.0
1126 112700 1856 0.0
1127 112800 1856 0.0
1128 112900 1857 0.0
1129 113000 1857 0.0
1130 113100 1857 0.0
1131 113200 1860 0.0
1132 113300 1860 0.0
1133 113400 1861 0.0
1134 113500 1861 0.0
1135 113600 1861 0.0
1136 113700 1862 0.0
1137 113800 1862 0.0
1138 113900 1863 0.0
1139 114000 1863 0.0
1140 114100 1863 0.0
1141 114200 1864 0.0
1142 114300 1864 0.0
1143 114400 1865 0.0
1144 114500 1865 0.0
1145 114600 1865 0.0
1146 114700 1866 0.0
1147 114800 1866 0.0
1148 114900 1866 0.0
1149 115000 1867 0.0
1150 115100 1867 0.0
1151 115200 1867 0.0
1152 115300 1869 0.0
1153 115400 1870 0.0
1154 115500 1871 0.0
1155 115600 1871 0.0
1156 115700 1871 0.0
1157 115800 1872 0.0
1158 115900 1872 0.0
1159 116000 1872 0.0
1160 116100 1873 0.0
1161 116200 1873 0.0
1162 116300 1873 0.0
1163 116400 1874 0.0
1164 116500 1874 0.0
1165 116600 1874 0.0
1166 116700 1875 0.0
1167 116800 1875 0.0
1168 116900 1875 0.0
1169 117000 1876 0.0
1170 117100 1876 0.0
1171 117200 1876 0.0
1172 117300 1877 0.0
1173 117400 1877 0.0
1174 117500 1878 0.0
1175 117600 1880 0.0
1176 117700 1881 0.0
1177 117800 1882 0.0
1178 117900 1882 0.0
1179 118000 1882 0.0
1180 118100 1883 0.0
1181 118200 1883 0.0
1182 118300 1884 0.0
1183 118400 1884 0.0
1184 118500 1884 0.0
1185 118600 1885 0.0
1186 118700 1885 0.0
1187 118800 1886 0.0
1188 118900 1886 0.0
1189 119000 1886 0.0
1190 119100 1887 0.0
1191 119200 1887 0.0
1192 119300 1888 0.0
1193 119400 1888 0.0
1194 119500 1888 0.0
